0.100,0.060,98.310
0.094,0.070,97.720
0.006,0.039,98.700
0.042,0.038,98.720
0.051,0.035,98.850
0.028,0.046,98.410
0.004,0.028,98.990
0.037,0.033,98.950
0.081,0.033,98.960
0.077,0.048,98.440
0.010,0.033,98.920
0.003,0.036,98.810
0.045,0.031,98.880
0.005,0.035,98.760
0.026,0.031,98.950
0.025,0.026,99.170
0.012,0.026,99.110
0.002,0.023,99.260
0.018,0.027,99.200
0.003,0.028,99.010
