0.455,0.055,98.120
0.477,0.060,98.060
0.467,0.065,97.860
0.529,0.059,98.050
0.482,0.062,98.090
0.451,0.067,97.890
0.444,0.055,98.260
0.538,0.063,97.700
0.449,0.072,97.520
0.433,0.060,98.090
0.430,0.058,98.100
0.432,0.067,97.750
0.425,0.058,98.080
0.466,0.061,98.010
0.440,0.055,98.240
0.438,0.052,98.190
0.463,0.053,98.350
0.406,0.058,98.010
0.396,0.053,98.270
0.402,0.053,98.290
